"111111110000000"
ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
282969_at	0.3574306	7.30e-02	-1.95	-6.14015	-1.30e-01	282969	chromosome 10 open reading frame 125
26053_at	0.3575151	7.30e-02	1.95	-6.14061	1.67e-01	26053	autism susceptibility candidate 2
23635_at	0.3575607	7.30e-02	-1.95	-6.14097	-2.88e-01	23635	single-stranded DNA binding protein 2
84870_at	0.3577908	7.31e-02	1.94	-6.14181	2.41e-01	84870	R-spondin 3 homolog (Xenopus laevis)
10867_at	0.3579035	7.31e-02	1.94	-6.14234	1.49e-01	10867	tetraspanin 9
7035_at	0.3583651	7.33e-02	1.94	-6.14396	2.45e-01	7035	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
55760_at	0.3583651	7.33e-02	-1.94	-6.14449	-1.76e-01	55760	DEAH (Asp-Glu-Ala-His) box polypeptide 32
533_at	0.3583651	7.33e-02	-1.94	-6.14473	-1.91e-01	533	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b
55596_at	0.3583651	7.34e-02	1.94	-6.14496	2.12e-01	55596	zinc finger, CCHC domain containing 8
55449_at	0.3583651	7.34e-02	-1.94	-6.14521	-4.18e-01	55449	chromosome 14 open reading frame 167
132660_at	0.3583651	7.34e-02	1.94	-6.14521	4.12e-02	132660	lin-54 homolog (C. elegans)
90427_at	0.3583651	7.34e-02	-1.94	-6.14523	-9.95e-02	90427	Bcl2 modifying factor
3735_at	0.3587653	7.35e-02	-1.94	-6.14649	-9.84e-02	3735	lysyl-tRNA synthetase
80315_at	0.3594014	7.37e-02	1.94	-6.14856	7.22e-01	80315	cytoplasmic polyadenylation element binding protein 4
8795_at	0.3594014	7.37e-02	1.94	-6.14859	2.49e-01	8795	tumor necrosis factor receptor superfamily, member 10b
2896_at	0.3594077	7.37e-02	-1.94	-6.14885	-2.98e-01	2896	granulin
158572_at	0.3595662	7.37e-02	1.94	-6.14949	8.17e-03	158572	hypothetical LOC158572
9252_at	0.3599107	7.38e-02	1.94	-6.15061	1.73e-01	9252	ribosomal protein S6 kinase, 90kDa, polypeptide 5
94103_at	0.359937	7.38e-02	-1.94	-6.15092	-1.68e-01	94103	ORM1-like 3 (S. cerevisiae)
1832_at	0.3600238	7.39e-02	1.94	-6.15146	2.44e-01	1832	desmoplakin
25850_at	0.3600238	7.39e-02	-1.94	-6.15163	-6.27e-02	25850	zinc finger protein 345
9373_at	0.3602742	7.40e-02	-1.94	-6.1525	-1.88e-01	9373	phospholipase A2-activating protein
140766_at	0.3603244	7.40e-02	1.94	-6.15291	1.49e-02	140766	ADAM metallopeptidase with thrombospondin type 1 motif, 14
11097_at	0.3603244	7.40e-02	-1.94	-6.1532	-9.01e-02	11097	nucleoporin like 2
54906_at	0.3603244	7.40e-02	1.94	-6.15336	7.66e-02	54906	chromosome 10 open reading frame 18
8790_at	0.3604206	7.41e-02	-1.94	-6.15385	-3.04e-01	8790	fucose-1-phosphate guanylyltransferase
2232_at	0.3609097	7.42e-02	-1.94	-6.15533	-2.24e-01	2232	ferredoxin reductase
3416_at	0.3610378	7.43e-02	-1.94	-6.15616	-4.22e-01	3416	insulin-degrading enzyme
8216_at	0.3610378	7.43e-02	-1.94	-6.15641	-2.48e-01	8216	leucine-zipper-like transcription regulator 1
4926_at	0.3610378	7.43e-02	1.94	-6.15674	1.99e-01	4926	nuclear mitotic apparatus protein 1
60485_at	0.3610378	7.43e-02	1.94	-6.15679	2.01e-01	60485	salvador homolog 1 (Drosophila)
92086_at	0.3610378	7.43e-02	-1.94	-6.15687	-3.78e-01	92086	gamma-glutamyltransferase light chain 1
1468_at	0.3612763	7.44e-02	-1.93	-6.15771	-2.71e-01	1468	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
23518_at	0.3616615	7.45e-02	-1.93	-6.15894	-2.22e-01	23518	R3H domain containing 1
5238_at	0.3616615	7.45e-02	-1.93	-6.15916	-2.94e-01	5238	phosphoglucomutase 3
27248_at	0.3619646	7.46e-02	-1.93	-6.16017	-1.36e-01	27248	endoplasmic reticulum lectin 1
11072_at	0.3625697	7.47e-02	-1.93	-6.16193	-4.11e-01	11072	dual specificity phosphatase 14
388581_at	0.3625768	7.48e-02	1.93	-6.16219	9.30e-02	388581	family with sequence similarity 132, member A
55173_at	0.3627413	7.48e-02	-1.93	-6.16284	-2.94e-01	55173	mitochondrial ribosomal protein S10
55791_at	0.3628554	7.49e-02	1.93	-6.16337	3.92e-01	55791	chromosome 1 open reading frame 103
3339_at	0.3632035	7.50e-02	1.93	-6.16449	1.12e-01	3339	heparan sulfate proteoglycan 2
257364_at	0.3632653	7.50e-02	1.93	-6.16488	1.57e-01	257364	sorting nexin 33
158584_at	0.3640039	7.52e-02	-1.93	-6.16697	-3.14e-01	158584	fatty acid amide hydrolase 2
928_at	0.364045	7.52e-02	1.93	-6.16731	6.32e-01	928	CD9 molecule
80012_at	0.3643111	7.53e-02	1.93	-6.16835	6.36e-02	80012	polyhomeotic homolog 3 (Drosophila)
81889_at	0.3643111	7.53e-02	-1.93	-6.16868	-3.26e-01	81889	fumarylacetoacetate hydrolase domain containing 1
2218_at	0.3643111	7.53e-02	-1.93	-6.16894	-1.22e-01	2218	fukutin
7018_at	0.3643111	7.53e-02	-1.93	-6.16895	-6.42e-02	7018	transferrin
4097_at	0.3643173	7.53e-02	1.93	-6.16921	6.38e-02	4097	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
57167_at	0.3646279	7.55e-02	1.93	-6.17065	8.45e-02	57167	sal-like 4 (Drosophila)
9821_at	0.3646279	7.55e-02	1.93	-6.17066	2.85e-01	9821	RB1-inducible coiled-coil 1
2189_at	0.3646279	7.55e-02	-1.93	-6.1707	-1.79e-01	2189	Fanconi anemia, complementation group G
65244_at	0.365034	7.56e-02	-1.93	-6.17224	-1.33e-02	65244	spermatogenesis associated, serine-rich 2
55751_at	0.365034	7.56e-02	-1.93	-6.17234	-1.49e-01	55751	transmembrane protein 184C
90522_at	0.365034	7.56e-02	-1.93	-6.17244	-4.31e-02	90522	Yip1 interacting factor homolog B (S. cerevisiae)
54948_at	0.3651448	7.57e-02	-1.93	-6.17296	-1.14e-01	54948	mitochondrial ribosomal protein L16
54908_at	0.3653264	7.57e-02	-1.92	-6.17365	-1.59e-01	54908	coiled-coil domain containing 99
84964_at	0.3655008	7.58e-02	-1.92	-6.17432	-2.84e-01	84964	alkB, alkylation repair homolog 6 (E. coli)
100288578_at	0.365632	7.58e-02	-1.92	-6.17489	-3.61e-02	100288578	similar to cytochrome c oxidase subunit II
54885_at	0.3657186	7.59e-02	-1.92	-6.17535	-3.18e-01	54885	TBC1 domain family, member 8B (with GRAM domain)
83732_at	0.3659236	7.59e-02	1.92	-6.1761	1.25e-01	83732	RIO kinase 1 (yeast)
8364_at	0.3663598	7.60e-02	-1.92	-6.17742	-6.65e-01	8364	histone cluster 1, H4c
51603_at	0.3664042	7.61e-02	-1.92	-6.17777	-3.53e-02	51603	methyltransferase like 13
3959_at	0.3664663	7.61e-02	-1.92	-6.17829	-5.45e-01	3959	lectin, galactoside-binding, soluble, 3 binding protein
9470_at	0.3664663	7.61e-02	-1.92	-6.17841	-1.73e-01	9470	eukaryotic translation initiation factor 4E family member 2
3094_at	0.3667578	7.62e-02	-1.92	-6.17937	-7.60e-02	3094	histidine triad nucleotide binding protein 1
9690_at	0.3671372	7.63e-02	-1.92	-6.18055	-1.25e-01	9690	ubiquitin protein ligase E3C
10891_at	0.3672866	7.63e-02	1.92	-6.18116	7.89e-01	10891	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
112812_at	0.3674239	7.64e-02	-1.92	-6.18174	-3.25e-01	112812	ferredoxin 1-like
84186_at	0.3675575	7.65e-02	1.92	-6.18244	1.96e-01	84186	zinc finger, CCHC domain containing 7
6928_at	0.3675575	7.65e-02	1.92	-6.18255	4.69e-01	6928	HNF1 homeobox B
9746_at	0.3677003	7.65e-02	1.92	-6.18324	3.41e-01	9746	calsyntenin 3
646808_at	0.3677003	7.65e-02	-1.92	-6.18349	-2.06e-01	646808	similar to L antigen family, member 3
55876_at	0.3677003	7.66e-02	1.92	-6.18362	5.62e-01	55876	gasdermin B
5218_at	0.3680748	7.67e-02	1.92	-6.1848	1.12e-01	5218	cyclin-dependent kinase 14
9772_at	0.3680748	7.67e-02	-1.92	-6.18518	-2.29e-01	9772	KIAA0195
7456_at	0.3680748	7.67e-02	1.92	-6.18526	2.43e-01	7456	WAS/WASL interacting protein family, member 1
126231_at	0.3685956	7.68e-02	1.92	-6.18678	4.52e-01	126231	zinc finger protein 573
2584_at	0.3686699	7.69e-02	-1.92	-6.18721	-7.01e-01	2584	galactokinase 1
9414_at	0.3688875	7.69e-02	1.92	-6.18798	1.91e-01	9414	tight junction protein 2 (zona occludens 2)
8724_at	0.3695537	7.71e-02	-1.91	-6.18986	-1.87e-01	8724	sorting nexin 3
23414_at	0.3698256	7.72e-02	1.91	-6.19076	3.47e-01	23414	zinc finger protein, multitype 2
137695_at	0.3698712	7.72e-02	1.91	-6.19111	2.59e-01	137695	transmembrane protein 68
1653_at	0.3699572	7.72e-02	-1.91	-6.19156	-1.30e-01	1653	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1
4774_at	0.3703088	7.74e-02	1.91	-6.19304	2.31e-01	4774	nuclear factor I/A
56647_at	0.3703088	7.74e-02	-1.91	-6.19308	-9.33e-02	56647	BRCA2 and CDKN1A interacting protein
9255_at	0.3703088	7.74e-02	-1.91	-6.19382	-2.31e-01	9255	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
80301_at	0.3703088	7.75e-02	1.91	-6.19421	3.23e-01	80301	pleckstrin homology domain containing, family O member 2
4174_at	0.3703088	7.75e-02	-1.91	-6.1944	-3.35e-01	4174	minichromosome maintenance complex component 5
126074_at	0.3703088	7.75e-02	-1.91	-6.19457	-1.61e-01	126074	chromosome 19 open reading frame 39
100128334_at	0.3703088	7.75e-02	1.91	-6.19478	4.32e-02	100128334	similar to hCG1770601
3320_at	0.3703088	7.75e-02	1.91	-6.19494	2.23e-01	3320	heat shock protein 90kDa alpha (cytosolic), class A member 1
60436_at	0.3703088	7.75e-02	1.91	-6.19511	5.08e-01	60436	TGFB-induced factor homeobox 2
78988_at	0.3703088	7.75e-02	-1.91	-6.19512	-8.96e-02	78988	mitochondrial ribosomal protein 63
60386_at	0.3703088	7.76e-02	-1.91	-6.19541	-2.74e-02	60386	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
86_at	0.3703088	7.76e-02	-1.91	-6.1955	-2.07e-01	86	actin-like 6A
311_at	0.3703088	7.76e-02	1.91	-6.19553	1.16e-01	311	annexin A11
6351_at	0.3707354	7.77e-02	1.91	-6.19681	1.35	6351	chemokine (C-C motif) ligand 4
3939_at	0.3707533	7.77e-02	-1.91	-6.19711	-2.02e-01	3939	lactate dehydrogenase A
3600_at	0.3707533	7.77e-02	-1.91	-6.19743	-2.78e-01	3600	interleukin 15
79056_at	0.3707533	7.77e-02	1.91	-6.19757	4.24e-01	79056	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
8611_at	0.37079	7.78e-02	-1.91	-6.1979	-2.57e-01	8611	phosphatidic acid phosphatase type 2A
11177_at	0.3708122	7.78e-02	1.91	-6.19857	2.83e-01	11177	bromodomain adjacent to zinc finger domain, 1A
26238_at	0.3708122	7.78e-02	1.91	-6.19858	8.93e-01	26238	chromosome 6 open reading frame 123
23516_at	0.3708122	7.78e-02	1.91	-6.19867	1.01e-01	23516	solute carrier family 39 (zinc transporter), member 14
221302_at	0.3710385	7.79e-02	-1.91	-6.19946	-3.60e-01	221302	zinc finger with UFM1-specific peptidase domain
29980_at	0.3710397	7.79e-02	-1.91	-6.19972	-2.98e-01	29980	downstream neighbor of SON
9464_at	0.3710397	7.79e-02	1.91	-6.19994	1.25e-01	9464	heart and neural crest derivatives expressed 2
4171_at	0.3716149	7.81e-02	-1.91	-6.20158	-3.85e-01	4171	minichromosome maintenance complex component 2
3927_at	0.3719001	7.82e-02	-1.91	-6.20251	-2.19e-01	3927	LIM and SH3 protein 1
11257_at	0.3719908	7.82e-02	-1.91	-6.20297	-3.17e-01	11257	TP53 target 1 (non-protein coding)
635_at	0.3721607	7.83e-02	1.91	-6.20362	3.35e-01	635	betaine--homocysteine S-methyltransferase
113612_at	0.3725676	7.84e-02	-1.91	-6.20485	-1.45e-01	113612	cytochrome P450, family 2, subfamily U, polypeptide 1
401237_at	0.3728976	7.85e-02	1.90	-6.20591	5.00e-02	401237	hypothetical locus LOC401237
400073_at	0.3728976	7.85e-02	-1.90	-6.20612	-4.98e-02	400073	chromosome 12 open reading frame 76
8349_at	0.3729442	7.85e-02	-1.90	-6.20647	-4.33e-01	8349	histone cluster 2, H2be
399726_at	0.3736334	7.87e-02	1.90	-6.20859	2.25e-01	399726	chromosome 10 open reading frame 114
5005_at	0.3736334	7.87e-02	-1.90	-6.20862	-9.94e-02	5005	orosomucoid 2
6497_at	0.3740459	7.88e-02	1.90	-6.20985	1.68e-01	6497	v-ski sarcoma viral oncogene homolog (avian)
5118_at	0.3743005	7.89e-02	1.90	-6.21074	3.45e-01	5118	procollagen C-endopeptidase enhancer
79004_at	0.3743005	7.89e-02	-1.90	-6.21094	-2.51e-01	79004	CUE domain containing 2
409_at	0.3743203	7.89e-02	1.90	-6.21123	4.56e-01	409	arrestin, beta 2
122953_at	0.3746783	7.90e-02	1.90	-6.21233	7.94e-02	122953	Jun dimerization protein 2
55718_at	0.3749587	7.91e-02	1.90	-6.2134	1.38e-01	55718	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
65981_at	0.3749587	7.91e-02	1.90	-6.21348	2.02e-01	65981	caprin family member 2
83787_at	0.3750402	7.92e-02	1.90	-6.21408	8.83e-02	83787	armadillo repeat containing 10
196463_at	0.3750402	7.92e-02	-1.90	-6.21458	-1.70e-01	196463	phospholipase B domain containing 2
51742_at	0.3750402	7.92e-02	1.90	-6.21459	8.42e-02	51742	AT rich interactive domain 4B (RBP1-like)
1326_at	0.3750402	7.92e-02	1.90	-6.21493	7.11e-01	1326	mitogen-activated protein kinase kinase kinase 8
26297_at	0.3750402	7.93e-02	-1.90	-6.215	-7.56e-02	26297	secretion regulating guanine nucleotide exchange factor
51567_at	0.3750402	7.93e-02	-1.90	-6.21529	-1.70e-01	51567	tyrosyl-DNA phosphodiesterase 2
400099_at	0.3750402	7.93e-02	-1.90	-6.21533	-2.75e-01	400099	hypothetical LOC400099
55814_at	0.3751387	7.93e-02	1.90	-6.2158	5.03e-02	55814	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
9682_at	0.3752259	7.94e-02	-1.90	-6.21625	-1.56e-01	9682	lysine (K)-specific demethylase 4A
3717_at	0.3753917	7.95e-02	1.90	-6.21731	7.91e-02	3717	Janus kinase 2
6252_at	0.3753917	7.95e-02	-1.90	-6.21734	-1.58e-01	6252	reticulon 1
401152_at	0.3753917	7.95e-02	-1.90	-6.21754	-1.22e-01	401152	chromosome 4 open reading frame 3
83888_at	0.3753917	7.95e-02	-1.90	-6.21765	-2.25e-01	83888	fibroblast growth factor binding protein 2
114826_at	0.3753917	7.95e-02	1.90	-6.21799	1.41e-02	114826	SET and MYND domain containing 4
219699_at	0.3753917	7.95e-02	1.90	-6.21806	3.00e-01	219699	unc-5 homolog B (C. elegans)
55719_at	0.3755921	7.96e-02	1.90	-6.2188	3.71e-02	55719	family with sequence similarity 178, member A
51015_at	0.3755921	7.96e-02	-1.90	-6.21901	-1.95e-01	51015	isochorismatase domain containing 1
114034_at	0.3756224	7.96e-02	-1.90	-6.21932	-2.23e-01	114034	target of EGR1, member 1 (nuclear)
121551_at	0.3756409	7.97e-02	-1.90	-6.21978	-4.72e-02	121551	BTB (POZ) domain containing 11
10245_at	0.3756409	7.97e-02	-1.90	-6.22014	-1.33e-01	10245	translocase of inner mitochondrial membrane 17 homolog B (yeast)
93611_at	0.3756409	7.97e-02	-1.90	-6.22017	-8.71e-02	93611	F-box protein 44
55326_at	0.3756409	7.97e-02	1.90	-6.22045	4.72e-01	55326	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
9926_at	0.3756409	7.97e-02	-1.90	-6.22054	-3.28e-01	9926	lysophosphatidylglycerol acyltransferase 1
27122_at	0.3758188	7.98e-02	1.90	-6.2212	2.51e-01	27122	dickkopf homolog 3 (Xenopus laevis)
9422_at	0.3762981	7.99e-02	1.89	-6.22273	1.30e-01	9422	zinc finger protein 264
26207_at	0.3762981	7.99e-02	-1.89	-6.22282	-2.64e-01	26207	phosphatidylinositol transfer protein, cytoplasmic 1
90874_at	0.3763574	8.00e-02	1.89	-6.2232	3.55e-02	90874	zinc finger protein 697
55164_at	0.376554	8.00e-02	-1.89	-6.22391	-1.92e-01	55164	SHQ1 homolog (S. cerevisiae)
9367_at	0.3767857	8.01e-02	-1.89	-6.2247	-2.87e-01	9367	RAB9A, member RAS oncogene family
55778_at	0.3771785	8.02e-02	1.89	-6.22587	1.00e-01	55778	zinc finger protein 839
390980_at	0.3772077	8.03e-02	1.89	-6.22641	1.92e-01	390980	zinc finger protein 805
3150_at	0.3772077	8.03e-02	-1.89	-6.22641	-3.17e-01	3150	high-mobility group nucleosome binding domain 1
56975_at	0.377375	8.03e-02	1.89	-6.22713	3.01e-01	56975	family with sequence similarity 20, member C
55253_at	0.377375	8.03e-02	-1.89	-6.22739	-5.80e-01	55253	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
65992_at	0.377375	8.04e-02	-1.89	-6.22752	-1.11e-01	65992	DDRGK domain containing 1
647087_at	0.3774719	8.04e-02	-1.89	-6.22798	-1.80e-01	647087	PL-5283 protein
57414_at	0.3777155	8.05e-02	-1.89	-6.2288	-1.70e-01	57414	rhomboid domain containing 2
1050_at	0.3780488	8.06e-02	-1.89	-6.22983	-7.81e-01	1050	CCAAT/enhancer binding protein (C/EBP), alpha
202018_at	0.3780743	8.06e-02	1.89	-6.23012	1.36e-01	202018	transmembrane anterior posterior transformation 1
84304_at	0.378154	8.06e-02	-1.89	-6.23055	-1.60e-01	84304	nudix (nucleoside diphosphate linked moiety X)-type motif 22
132864_at	0.3784924	8.07e-02	1.89	-6.23192	2.78e-01	132864	cytoplasmic polyadenylation element binding protein 2
121665_at	0.3784924	8.08e-02	1.89	-6.23209	1.32e-01	121665	signal peptide peptidase 3
23339_at	0.3784924	8.08e-02	1.89	-6.23229	1.64e-01	23339	vacuolar protein sorting 39 homolog (S. cerevisiae)
376940_at	0.3784924	8.08e-02	1.89	-6.23229	5.85e-02	376940	zinc finger CCCH-type containing 6
54993_at	0.3789565	8.09e-02	-1.89	-6.23363	-3.91e-02	54993	zinc finger and SCAN domain containing 2
2934_at	0.3791751	8.10e-02	1.89	-6.23438	1.98e-01	2934	gelsolin
2161_at	0.3792365	8.10e-02	1.89	-6.23476	3.70e-01	2161	coagulation factor XII (Hageman factor)
5427_at	0.3796042	8.11e-02	-1.89	-6.23587	-5.55e-01	5427	polymerase (DNA directed), epsilon 2 (p59 subunit)
149708_at	0.3800378	8.12e-02	-1.89	-6.23713	-1.96e-02	149708	WAP four-disulfide core domain 5
284004_at	0.3802553	8.13e-02	1.89	-6.23788	2.78e-01	284004	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
142678_at	0.3804545	8.13e-02	1.88	-6.23859	2.74e-01	142678	mindbomb homolog 2 (Drosophila)
65985_at	0.3804545	8.14e-02	-1.88	-6.23882	-1.93e-01	65985	acetoacetyl-CoA synthetase
90362_at	0.3808189	8.15e-02	1.88	-6.23992	3.87e-02	90362	family with sequence similarity 110, member B
353376_at	0.3811286	8.16e-02	-1.88	-6.24088	-9.52e-02	353376	toll-like receptor adaptor molecule 2
55781_at	0.3819245	8.18e-02	-1.88	-6.24313	-2.06e-01	55781	RIO kinase 2 (yeast)
80195_at	0.3819245	8.18e-02	-1.88	-6.2437	-1.10e-01	80195	chromosome 10 open reading frame 57
6091_at	0.3819245	8.18e-02	-1.88	-6.24398	-3.40e-01	6091	roundabout, axon guidance receptor, homolog 1 (Drosophila)
10227_at	0.3819245	8.19e-02	1.88	-6.2443	1.09e-01	10227	major facilitator superfamily domain containing 10
387758_at	0.3819245	8.19e-02	-1.88	-6.24433	-1.20e-01	387758	fin bud initiation factor homolog (zebrafish)
825_at	0.3819245	8.19e-02	1.88	-6.24451	8.32e-01	825	calpain 3, (p94)
340277_at	0.3819245	8.19e-02	1.88	-6.24462	2.25e-01	340277	chromosome 7 open reading frame 46
91433_at	0.3819245	8.19e-02	-1.88	-6.24462	-2.07e-01	91433	RCC1 domain containing 1
6925_at	0.3819576	8.19e-02	1.88	-6.24493	1.68e-01	6925	transcription factor 4
70_at	0.3825323	8.21e-02	1.88	-6.24661	5.96e-02	70	actin, alpha, cardiac muscle 1
10385_at	0.3825323	8.21e-02	-1.88	-6.24675	-4.36e-02	10385	butyrophilin, subfamily 2, member A2
10313_at	0.3827711	8.22e-02	-1.88	-6.24761	-1.69e-01	10313	reticulon 3
11168_at	0.3827711	8.22e-02	1.88	-6.24778	1.71e-01	11168	PC4 and SFRS1 interacting protein 1
84302_at	0.3830097	8.23e-02	-1.88	-6.24894	-2.01e-01	84302	chromosome 9 open reading frame 125
59352_at	0.3830097	8.23e-02	1.88	-6.24903	9.77e-02	59352	leucine-rich repeat-containing G protein-coupled receptor 6
27238_at	0.3830097	8.23e-02	-1.88	-6.24923	-1.69e-01	27238	G patch domain and KOW motifs
9817_at	0.3830097	8.23e-02	-1.88	-6.24947	-2.79e-01	9817	kelch-like ECH-associated protein 1
51710_at	0.3830097	8.23e-02	1.88	-6.2495	6.35e-01	51710	zinc finger protein 44
120935_at	0.383061	8.24e-02	1.88	-6.24989	1.82e-01	120935	coiled-coil domain containing 38
283431_at	0.383061	8.24e-02	-1.88	-6.25028	-1.72e-01	283431	growth arrest-specific 2 like 3
25842_at	0.383061	8.24e-02	-1.88	-6.25032	-1.96e-01	25842	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
140461_at	0.3832817	8.25e-02	-1.88	-6.25114	-2.12e-01	140461	ankyrin repeat and SOCS box-containing 8
57488_at	0.3832817	8.25e-02	1.88	-6.25138	2.11e-01	57488	extended synaptotagmin-like protein 2
84333_at	0.3832817	8.25e-02	1.88	-6.2516	1.68e-01	84333	polycomb group ring finger 5
155066_at	0.3832817	8.26e-02	-1.88	-6.25182	-4.23e-01	155066	ATPase, H+ transporting V0 subunit e2
4891_at	0.3832817	8.26e-02	-1.88	-6.25199	-2.19e-01	4891	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
4189_at	0.383744	8.27e-02	-1.88	-6.25331	-3.25e-01	4189	DnaJ (Hsp40) homolog, subfamily B, member 9
9343_at	0.3837974	8.27e-02	-1.88	-6.25384	-1.06e-01	9343	elongation factor Tu GTP binding domain containing 2
5861_at	0.3837974	8.27e-02	-1.87	-6.25389	-1.99e-01	5861	RAB1A, member RAS oncogene family
2646_at	0.3838483	8.28e-02	-1.87	-6.25424	-3.66e-01	2646	glucokinase (hexokinase 4) regulator
119032_at	0.3842142	8.29e-02	-1.87	-6.25533	-3.55e-01	119032	chromosome 10 open reading frame 32
1519_at	0.3843302	8.29e-02	-1.87	-6.25591	-2.93e-01	1519	cathepsin O
51031_at	0.3843302	8.29e-02	-1.87	-6.25607	-1.82e-01	51031	glyoxalase domain containing 4
148223_at	0.3844085	8.30e-02	-1.87	-6.25695	-8.30e-02	148223	chromosome 19 open reading frame 25
384_at	0.3844085	8.30e-02	1.87	-6.25726	4.88e-01	384	arginase, type II
4258_at	0.3844085	8.31e-02	-1.87	-6.25727	-1.59e-01	4258	microsomal glutathione S-transferase 2
3915_at	0.3844085	8.31e-02	-1.87	-6.25729	-1.69e-01	3915	laminin, gamma 1 (formerly LAMB2)
5264_at	0.3844085	8.31e-02	-1.87	-6.2574	-1.58e-01	5264	phytanoyl-CoA 2-hydroxylase
1154_at	0.384868	8.32e-02	1.87	-6.25871	1.25	1154	cytokine inducible SH2-containing protein
402_at	0.385224	8.33e-02	-1.87	-6.25977	-1.50e-01	402	ADP-ribosylation factor-like 2
114791_at	0.3852714	8.33e-02	-1.87	-6.26027	-9.27e-02	114791	tubulin, gamma complex associated protein 5
51126_at	0.3852714	8.33e-02	-1.87	-6.26034	-1.22e-01	51126	N(alpha)-acetyltransferase 20, NatB catalytic subunit
283927_at	0.385727	8.35e-02	-1.87	-6.26163	-2.82e-01	283927	nudix (nucleoside diphosphate linked moiety X)-type motif 7
754_at	0.3860872	8.36e-02	-1.87	-6.2627	-3.06e-01	754	pituitary tumor-transforming 1 interacting protein
6036_at	0.3860908	8.36e-02	-1.87	-6.26294	-1.52e-01	6036	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)
6241_at	0.3865587	8.37e-02	-1.87	-6.26426	-2.19e-01	6241	ribonucleotide reductase M2
10910_at	0.3868458	8.38e-02	-1.87	-6.26516	-1.07e-01	10910	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)
23550_at	0.3868458	8.38e-02	1.87	-6.26539	2.58e-01	23550	pleckstrin and Sec7 domain containing 4
55216_at	0.3872961	8.39e-02	1.87	-6.26667	1.04e-01	55216	chromosome 11 open reading frame 57
57335_at	0.3873462	8.40e-02	1.87	-6.26715	1.04e-01	57335	zinc finger protein 286A
255167_at	0.3873462	8.40e-02	1.87	-6.26743	4.74e-01	255167	hypothetical LOC255167
10363_at	0.3873462	8.40e-02	-1.87	-6.26747	-2.51e-01	10363	high-mobility group 20A
5638_at	0.3875104	8.41e-02	1.87	-6.26846	3.57e-01	5638	proline rich Gla (G-carboxyglutamic acid) 1
84720_at	0.3875104	8.41e-02	-1.87	-6.26852	-1.39e-01	84720	phosphatidylinositol glycan anchor biosynthesis, class O
1731_at	0.3875104	8.41e-02	-1.87	-6.26854	-1.32e-01	1731	septin 1
4163_at	0.3883834	8.43e-02	1.86	-6.27079	3.78e-01	4163	mutated in colorectal cancers
84527_at	0.3884426	8.44e-02	1.86	-6.27143	4.37e-01	84527	zinc finger protein 559
81671_at	0.3884426	8.44e-02	1.86	-6.27147	2.00e-01	81671	transmembrane protein 49
571_at	0.3884426	8.44e-02	1.86	-6.27199	1.00e-01	571	BTB and CNC homology 1, basic leucine zipper transcription factor 1
137492_at	0.3884426	8.44e-02	-1.86	-6.27206	-2.67e-01	137492	vacuolar protein sorting 37 homolog A (S. cerevisiae)
57134_at	0.3884426	8.44e-02	1.86	-6.27207	7.35e-01	57134	mannosidase, alpha, class 1C, member 1
84930_at	0.3891834	8.46e-02	1.86	-6.27401	1.85e-01	84930	microtubule associated serine/threonine kinase-like
2264_at	0.3894791	8.47e-02	1.86	-6.27494	6.71e-02	2264	fibroblast growth factor receptor 4
23387_at	0.3894791	8.47e-02	1.86	-6.27515	2.95e-01	23387	SIK family kinase 3
23406_at	0.3899914	8.49e-02	1.86	-6.27662	4.05e-01	23406	coactosin-like 1 (Dictyostelium)
83394_at	0.3899914	8.49e-02	1.86	-6.27679	4.84e-02	83394	PITPNM family member 3
58493_at	0.3902525	8.49e-02	-1.86	-6.27762	-2.43e-01	58493	chromosome 9 open reading frame 80
55696_at	0.3906205	8.51e-02	1.86	-6.2787	1.09e-01	55696	RNA binding motif protein 22
9991_at	0.3909372	8.51e-02	1.86	-6.27965	1.05e-01	9991	ROD1 regulator of differentiation 1 (S. pombe)
9140_at	0.3910833	8.52e-02	-1.86	-6.28022	-1.70e-01	9140	ATG12 autophagy related 12 homolog (S. cerevisiae)
23348_at	0.3910992	8.52e-02	-1.86	-6.28079	-7.27e-03	23348	dedicator of cytokinesis 9
