ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
283643_at	0.0998475	0.00886	-3.06	-4.12179	-0.447		chromosome 14 open reading frame 80
65059_at	0.0998652	0.00888	3.06	-4.1231	0.566		Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
158427_at	0.0998652	0.00888	-3.06	-4.1232	-0.261		thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
24145_at	0.10022	0.00892	3.06	-4.12748	0.395		pannexin 1
9870_at	0.10022	0.00892	-3.06	-4.12794	-0.469		KIAA0317
23172_at	0.1005518	0.00896	-3.05	-4.13236	-0.331		family with sequence similarity 175, member B
6576_at	0.1005518	0.00896	-3.05	-4.13244	-0.278		solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
123_at	0.1007039	0.00898	-3.05	-4.13455	-0.624		perilipin 2
283237_at	0.1007552	0.00899	-3.05	-4.13567	-0.236		tetratricopeptide repeat domain 9C
51747_at	0.1010422	0.00902	-3.05	-4.1391	-0.426		LUC7-like 3 (S. cerevisiae)
8673_at	0.101287	0.00905	-3.05	-4.14211	-0.222		vesicle-associated membrane protein 8 (endobrevin)
283687_at	0.1013425	0.00906	-3.05	-4.14326	-0.555		chromosome 15 open reading frame 37
10267_at	0.1013844	0.00907	3.05	-4.14429	1.1	RAMP1	receptor (G protein-coupled) activity modifying protein 1
11138_at	0.1014276	0.00908	3.05	-4.14532	0.631		TBC1 domain family, member 8 (with GRAM domain)
51271_at	0.1014276	0.00909	-3.05	-4.14621	-0.378		ubiquitin associated protein 1
9318_at	0.1014276	0.00909	-3.05	-4.14688	-0.306		COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
63933_at	0.1014276	0.00909	-3.05	-4.14715	-0.266		coiled-coil domain containing 90A
56984_at	0.1014962	0.00911	-3.04	-4.14919	-0.257		proteasome (prosome, macropain) assembly chaperone 2
55274_at	0.1014962	0.00911	3.04	-4.14923	0.307		PHD finger protein 10
25941_at	0.1014962	0.00912	-3.04	-4.14964	-0.415		chromosome 18 open reading frame 10
3685_at	0.1015496	0.00913	-3.04	-4.15077	-0.269		integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)
80321_at	0.10171	0.00915	-3.04	-4.15294	-0.263		centrosomal protein 70kDa
5303_at	0.1019216	0.00917	-3.04	-4.15561	-0.177		protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
10741_at	0.1022914	0.00921	-3.04	-4.1598	-0.515		retinoblastoma binding protein 9
6430_at	0.1024562	0.00923	3.04	-4.162	0.397		splicing factor, arginine/serine-rich 5
6307_at	0.1032644	0.00931	-3.03	-4.17063	-0.549		sterol-C4-methyl oxidase-like
79643_at	0.1032644	0.00932	-3.03	-4.17099	-0.263		chromatin modifying protein 6
5683_at	0.1035359	0.00935	-3.03	-4.17419	-0.28		proteasome (prosome, macropain) subunit, alpha type, 2
518_at	0.1037929	0.00938	-3.03	-4.17725	-0.244		ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)
6299_at	0.1039483	0.0094	3.03	-4.1795	0.895		sal-like 1 (Drosophila)
22875_at	0.1039483	0.0094	-3.03	-4.1802	-0.551		ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)
10682_at	0.1039483	0.00941	-3.03	-4.18054	-0.548		emopamil binding protein (sterol isomerase)
51611_at	0.1040261	0.00942	-3.03	-4.18228	-0.2		DPH5 homolog (S. cerevisiae)
11146_at	0.1040261	0.00943	-3.03	-4.18262	-0.487		glomulin, FKBP associated protein
10110_at	0.1040261	0.00943	-3.03	-4.18309	-0.603		serum/glucocorticoid regulated kinase 2
11066_at	0.1040332	0.00944	-3.03	-4.18381	-0.353		small nuclear ribonucleoprotein 35kDa (U11/U12)
11073_at	0.1040332	0.00944	-3.03	-4.18436	-0.36		topoisomerase (DNA) II binding protein 1
260425_at	0.1041173	0.00946	3.03	-4.18589	0.178		membrane associated guanylate kinase, WW and PDZ domain containing 3
64778_at	0.1041173	0.00946	3.03	-4.18637	0.54		fibronectin type III domain containing 3B
5716_at	0.1042564	0.00948	-3.02	-4.18829	-0.501		proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
10598_at	0.1044522	0.0095	-3.02	-4.19074	-0.241		AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)
1431_at	0.1044921	0.00951	-3.02	-4.19172	-0.621		citrate synthase
84908_at	0.1047953	0.00955	-3.02	-4.19519	-0.329		family with sequence similarity 136, member A
64114_at	0.104806	0.00955	-3.02	-4.19589	-0.444		transmembrane BAX inhibitor motif containing 1
4682_at	0.1048435	0.00957	-3.02	-4.19721	-0.271		nucleotide binding protein 1 (MinD homolog, E. coli)
51304_at	0.1048435	0.00957	-3.02	-4.19744	-0.131		zinc finger, DHHC-type containing 3
11080_at	0.1048914	0.00958	3.02	-4.19849	0.674		DnaJ (Hsp40) homolog, subfamily B, member 4
57622_at	0.1050734	0.0096	3.02	-4.2008	0.363		leucine rich repeat and fibronectin type III domain containing 1
5250_at	0.1053816	0.00964	-3.02	-4.20429	-0.196		solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3
51652_at	0.1056629	0.00967	-3.01	-4.20753	-0.309		vacuolar protein sorting 24 homolog (S. cerevisiae)
1906_at	0.1057805	0.00968	3.01	-4.20922	0.255		endothelin 1
28974_at	0.1058125	0.00969	-3.01	-4.21012	-0.226		chromosome 19 open reading frame 53
84236_at	0.1060705	0.00973	-3.01	-4.21409	-0.381		rhomboid domain containing 1
4712_at	0.1060705	0.00973	-3.01	-4.21426	-0.281		NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa
5338_at	0.1060705	0.00973	-3.01	-4.21431	-0.348		phospholipase D2
22795_at	0.106083	0.00974	3.01	-4.21502	0.453		nidogen 2 (osteonidogen)
7873_at	0.1066484	0.0098	-3.01	-4.22114	-0.974		mesencephalic astrocyte-derived neurotrophic factor
387082_at	0.1066484	0.0098	-3.01	-4.22146	-0.461		SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)
6923_at	0.1066496	0.00981	-3.01	-4.22207	-0.124		transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)
7520_at	0.1069077	0.00984	3.01	-4.22505	0.286		X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
10049_at	0.1069509	0.00985	-3.0	-4.22604	-0.321		DnaJ (Hsp40) homolog, subfamily B, member 6
183_at	0.1070254	0.00986	-3.0	-4.22732	-0.258		angiotensinogen (serpin peptidase inhibitor, clade A, member 8)
9936_at	0.1072251	0.00989	3.0	-4.23006	0.351		CD302 molecule
56943_at	0.1072251	0.00989	-3.0	-4.23035	-0.25		enhancer of yellow 2 homolog (Drosophila)
84516_at	0.1073143	0.00991	-3.0	-4.23176	-0.144		dynactin 5 (p25)
6400_at	0.1075585	0.00994	-3.0	-4.2346	-0.316		sel-1 suppressor of lin-12-like (C. elegans)
23048_at	0.1082258	0.01	3.0	-4.2413	0.383		formin binding protein 1
2077_at	0.1083935	0.01	3.0	-4.24342	0.779		Ets2 repressor factor
57693_at	0.1085067	0.01	-2.99	-4.24542	-0.0819		zinc finger protein 317
339487_at	0.1085067	0.01	-2.99	-4.24563	-0.303		zinc finger and BTB domain containing 8 opposite strand
3081_at	0.1086978	0.0101	2.99	-4.24796	0.468		homogentisate 1,2-dioxygenase
10175_at	0.1089682	0.0101	-2.99	-4.251	-0.289		cornichon homolog (Drosophila)
84952_at	0.1091425	0.0101	-2.99	-4.25316	-0.434		cingulin-like 1
79868_at	0.1092785	0.0101	-2.99	-4.25498	-0.371		asparagine-linked glycosylation 13 homolog (S. cerevisiae)
2773_at	0.1097418	0.0102	-2.99	-4.25975	-0.194		guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
51202_at	0.1098492	0.0102	-2.99	-4.2613	-0.255		DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
51218_at	0.1098868	0.0102	2.99	-4.26222	0.238		glutaredoxin 5
64318_at	0.1100144	0.0102	-2.98	-4.26437	-0.279		nucleolar complex associated 3 homolog (S. cerevisiae)
84901_at	0.1100144	0.0102	2.98	-4.26454	0.387		nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
345_at	0.1101584	0.0103	-2.98	-4.26686	-0.102		apolipoprotein C-III
284612_at	0.1101584	0.0103	-2.98	-4.267	-0.248		synaptophysin-like 2
9724_at	0.1103873	0.0103	-2.98	-4.26964	-0.231		UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)
10746_at	0.1104896	0.0103	2.98	-4.27114	0.366		mitogen-activated protein kinase kinase kinase 2
5982_at	0.1105419	0.0103	-2.98	-4.27219	-0.313		replication factor C (activator 1) 2, 40kDa
23583_at	0.1107497	0.0103	-2.98	-4.27463	-0.0975		single-strand-selective monofunctional uracil-DNA glycosylase 1
6688_at	0.1108723	0.0104	2.98	-4.27683	0.105		spleen focus forming virus (SFFV) proviral integration oncogene spi1
84306_at	0.1108723	0.0104	-2.98	-4.27688	-0.404		programmed cell death 2-like
54977_at	0.1109298	0.0104	-2.98	-4.27875	-0.488		solute carrier family 25, member 38
90407_at	0.1109298	0.0104	-2.98	-4.27937	-0.575		transmembrane protein 41A
79139_at	0.1109298	0.0104	-2.98	-4.27965	-0.274		Der1-like domain family, member 1
7850_at	0.1109298	0.0104	-2.98	-4.27972	-0.576		interleukin 1 receptor, type II
9236_at	0.1112397	0.0104	-2.98	-4.28306	-0.224		cell cycle progression 1
23658_at	0.1113125	0.0104	-2.97	-4.28428	-0.34		LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)
65018_at	0.1114337	0.0105	-2.97	-4.28644	-0.348		PTEN induced putative kinase 1
9813_at	0.1114337	0.0105	2.97	-4.28652	0.126		KIAA0494
92609_at	0.1117009	0.0105	-2.97	-4.29064	-0.414		translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)
10403_at	0.1117009	0.0105	-2.97	-4.29144	-0.322		NDC80 homolog, kinetochore complex component (S. cerevisiae)
689_at	0.1117009	0.0105	2.97	-4.29158	0.149		basic transcription factor 3
79684_at	0.1117009	0.0105	2.97	-4.29167	0.56		chromosome 11 open reading frame 61
55854_at	0.1117009	0.0105	-2.97	-4.29177	-0.337		zinc finger CCCH-type containing 15
79799_at	0.1117402	0.0105	-2.97	-4.2927	-0.79		UDP glucuronosyltransferase 2 family, polypeptide A3
57001_at	0.1120297	0.0106	-2.97	-4.29583	-0.29		ACN9 homolog (S. cerevisiae)
9037_at	0.1122391	0.0106	2.97	-4.29825	0.421		sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
2308_at	0.1125187	0.0106	2.97	-4.3021	1.4		forkhead box O1
8508_at	0.1125187	0.0106	-2.97	-4.30246	-0.308		nipsnap homolog 1 (C. elegans)
26262_at	0.1125187	0.0106	-2.96	-4.30279	-0.388		tetraspanin 17
10270_at	0.1125187	0.0106	2.96	-4.30301	0.224		A kinase (PRKA) anchor protein 8
6814_at	0.1126052	0.0107	-2.96	-4.30438	-0.313		syntaxin binding protein 3
817_at	0.1126052	0.0107	2.96	-4.30586	0.303		calcium/calmodulin-dependent protein kinase II delta
54477_at	0.1126052	0.0107	2.96	-4.30623	0.334		pleckstrin homology domain containing, family A member 5
19_at	0.1126052	0.0107	2.96	-4.3064	0.46		ATP-binding cassette, sub-family A (ABC1), member 1
256471_at	0.1126052	0.0107	-2.96	-4.30664	-0.205		major facilitator superfamily domain containing 8
5167_at	0.1126075	0.0107	2.96	-4.30723	0.396		ectonucleotide pyrophosphatase/phosphodiesterase 1
4637_at	0.1129317	0.0107	-2.96	-4.31064	-0.199		myosin, light chain 6, alkali, smooth muscle and non-muscle
55576_at	0.1131392	0.0108	-2.96	-4.31302	-0.55		stabilin 2
4522_at	0.1133866	0.0108	2.96	-4.31575	0.268		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
79157_at	0.1135999	0.0108	-2.96	-4.31833	-0.196		major facilitator superfamily domain containing 11
90135_at	0.1135999	0.0108	2.96	-4.31875	0.293		BTB (POZ) domain containing 6
2920_at	0.1137628	0.0108	2.96	-4.32073	1.35		chemokine (C-X-C motif) ligand 2
80347_at	0.114521	0.0109	-2.95	-4.32785	-0.37		CoA synthase
10540_at	0.1146521	0.0109	-2.95	-4.32955	-0.23		dynactin 2 (p50)
64981_at	0.114656	0.0109	-2.95	-4.33016	-0.284		mitochondrial ribosomal protein L34
25804_at	0.1146569	0.011	-2.95	-4.33073	-0.379		LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
4172_at	0.1147399	0.011	-2.95	-4.33202	-0.577		minichromosome maintenance complex component 3
1979_at	0.1150416	0.011	2.95	-4.33558	0.239		eukaryotic translation initiation factor 4E binding protein 2
91137_at	0.1150416	0.011	-2.95	-4.33574	-0.24		solute carrier family 25, member 46
4121_at	0.1151462	0.011	2.95	-4.33734	0.513		mannosidase, alpha, class 1A, member 1
51667_at	0.1151462	0.011	-2.95	-4.33777	-0.384		negative regulator of ubiquitin-like proteins 1
79863_at	0.1152191	0.011	-2.95	-4.33897	-0.59		chromosome 18 open reading frame 22
253260_at	0.1155512	0.0111	2.94	-4.34237	0.396		RPTOR independent companion of MTOR, complex 2
54963_at	0.1155834	0.0111	2.94	-4.34327	0.157		uridine-cytidine kinase 1-like 1
3795_at	0.1155834	0.0111	-2.94	-4.34427	-0.369		ketohexokinase (fructokinase)
55729_at	0.1155834	0.0111	-2.94	-4.34434	-0.234		activating transcription factor 7 interacting protein
8815_at	0.1157146	0.0111	-2.94	-4.34651	-0.189		barrier to autointegration factor 1
1047_at	0.1157146	0.0111	-2.94	-4.34659	-1.94		calmegin
10352_at	0.115866	0.0111	-2.94	-4.34845	-0.34		tryptophanyl tRNA synthetase 2, mitochondrial
9791_at	0.1159844	0.0112	-2.94	-4.35002	-0.295		phosphatidylserine synthase 1
3570_at	0.1161451	0.0112	2.94	-4.35202	0.612		interleukin 6 receptor
54344_at	0.1161451	0.0112	-2.94	-4.35251	-0.368		dolichyl-phosphate mannosyltransferase polypeptide 3
58477_at	0.1165415	0.0112	-2.94	-4.35643	-0.468		signal recognition particle receptor, B subunit
9969_at	0.1167787	0.0113	2.94	-4.3592	0.339		mediator complex subunit 13
23471_at	0.1167787	0.0113	-2.94	-4.35956	-0.372		translocation associated membrane protein 1
5372_at	0.1169475	0.0113	2.93	-4.36155	0.51		phosphomannomutase 1
527_at	0.1172283	0.0113	2.93	-4.36447	0.123		ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c
55330_at	0.1174084	0.0114	2.93	-4.36655	0.328		cappuccino homolog (mouse)
8996_at	0.1175538	0.0114	-2.93	-4.36833	-0.601		nucleolar protein 3 (apoptosis repressor with CARD domain)
58505_at	0.1178379	0.0114	-2.93	-4.37127	-0.373		oligosaccharyltransferase complex subunit
51550_at	0.1179125	0.0114	-2.93	-4.37245	-0.274		cyclin-dependent kinase 2 interacting protein
23492_at	0.1179572	0.0114	2.93	-4.37339	0.542		chromobox homolog 7
84769_at	0.1181097	0.0115	-2.93	-4.37522	-0.362		MPV17 mitochondrial membrane protein-like 2
5373_at	0.1181358	0.0115	-2.93	-4.37717	-0.393		phosphomannomutase 2
26994_at	0.1181358	0.0115	2.93	-4.37743	0.228		ring finger protein 11
152503_at	0.1181358	0.0115	2.93	-4.37801	0.204		SH3 domain containing 19
5191_at	0.1181358	0.0115	-2.93	-4.37802	-0.239		peroxisomal biogenesis factor 7
9640_at	0.1181358	0.0115	2.93	-4.37877	0.22		zinc finger protein 592
9785_at	0.1181358	0.0115	2.93	-4.37915	0.35		DEAH (Asp-Glu-Ala-His) box polypeptide 38
4547_at	0.1181358	0.0115	-2.93	-4.37935	-0.317		microsomal triglyceride transfer protein
3145_at	0.1182683	0.0115	-2.92	-4.38106	-0.444		hydroxymethylbilane synthase
55421_at	0.1182683	0.0115	2.92	-4.38205	0.134		chromosome 17 open reading frame 85
8899_at	0.1182683	0.0115	2.92	-4.38213	0.22		PRP4 pre-mRNA processing factor 4 homolog B (yeast)
3682_at	0.118634	0.0116	-2.92	-4.38613	-0.533		integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)
100129250_at	0.118634	0.0116	-2.92	-4.38628	-0.26		similar to hCG1811779
3745_at	0.1186967	0.0116	-2.92	-4.38736	-1.39		potassium voltage-gated channel, Shab-related subfamily, member 1
23063_at	0.1187748	0.0116	2.92	-4.38856	0.212		wings apart-like homolog (Drosophila)
54107_at	0.1188165	0.0116	-2.92	-4.39033	-0.345		polymerase (DNA directed), epsilon 3 (p17 subunit)
585_at	0.1188165	0.0116	-2.92	-4.39052	-0.404		Bardet-Biedl syndrome 4
7264_at	0.1188165	0.0116	-2.92	-4.39057	-0.351		tissue specific transplantation antigen P35B
51643_at	0.1188626	0.0117	-2.92	-4.39174	-0.235		transmembrane BAX inhibitor motif containing 4
10885_at	0.1188626	0.0117	-2.92	-4.39206	-0.387		WD repeat domain 3
80149_at	0.1189184	0.0117	2.92	-4.39357	0.926		zinc finger CCCH-type containing 12A
25917_at	0.1189184	0.0117	-2.92	-4.39363	-0.344		THUMP domain containing 3
6018_at	0.1197592	0.0118	2.91	-4.40133	0.536		rearranged L-myc fusion
22826_at	0.1197592	0.0118	-2.91	-4.40221	-0.124		DnaJ (Hsp40) homolog, subfamily C, member 8
9240_at	0.1197592	0.0118	2.91	-4.40222	0.535		paraneoplastic antigen MA1
6422_at	0.1198633	0.0118	2.91	-4.40363	0.0123		secreted frizzled-related protein 1
79720_at	0.1199999	0.0118	2.91	-4.4053	0.671		vacuolar protein sorting 37 homolog B (S. cerevisiae)
4082_at	0.1206373	0.0119	2.91	-4.41107	0.335		myristoylated alanine-rich protein kinase C substrate
5926_at	0.1206669	0.0119	2.91	-4.41208	0.636		AT rich interactive domain 4A (RBP1-like)
57465_at	0.1206669	0.0119	-2.91	-4.41241	-0.767		TBC1 domain family, member 24
84947_at	0.1206886	0.0119	-2.91	-4.41327	-0.448		serine active site containing 1
375033_at	0.1206886	0.0119	2.91	-4.41369	0.217		platelet endothelial aggregation receptor 1
114769_at	0.1207135	0.0119	-2.91	-4.41444	-0.879		caspase recruitment domain family, member 16
29088_at	0.120758	0.0119	-2.91	-4.41541	-0.266		mitochondrial ribosomal protein L15
4495_at	0.120758	0.0119	-2.91	-4.4159	-0.276		metallothionein 1G
3032_at	0.1210996	0.012	-2.9	-4.41923	-0.379		hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit
9349_at	0.1214284	0.012	2.9	-4.42244	0.299		ribosomal protein L23
50809_at	0.1219839	0.0121	2.9	-4.42748	0.163		heterochromatin protein 1, binding protein 3
6311_at	0.1223581	0.0121	2.9	-4.43152	0.3		ataxin 2
285381_at	0.1223581	0.0121	-2.9	-4.43177	-0.483		DPH3, KTI11 homolog (S. cerevisiae)
8803_at	0.1223581	0.0121	-2.9	-4.43229	-0.343		succinate-CoA ligase, ADP-forming, beta subunit
3621_at	0.1223581	0.0121	2.9	-4.43268	0.41		inhibitor of growth family, member 1
57127_at	0.1223676	0.0122	2.9	-4.43331	0.392		Rh family, B glycoprotein (gene/pseudogene)
5313_at	0.1227853	0.0122	-2.89	-4.4372	-0.729		pyruvate kinase, liver and RBC
1184_at	0.1233294	0.0123	-2.89	-4.44209	-0.373		chloride channel 5
29789_at	0.1239891	0.0123	-2.89	-4.44837	-0.22		Obg-like ATPase 1
818_at	0.1239891	0.0123	-2.89	-4.44843	-0.132		calcium/calmodulin-dependent protein kinase II gamma
84939_at	0.1241911	0.0124	2.89	-4.45065	0.403		melanoma associated antigen (mutated) 1
3843_at	0.1241911	0.0124	2.89	-4.45147	0.268		importin 5
80135_at	0.1241911	0.0124	-2.89	-4.45204	-0.227		ribosome production factor 1 homolog (S. cerevisiae)
387921_at	0.1241911	0.0124	-2.89	-4.45221	-0.183		NHL repeat containing 3
79050_at	0.1248538	0.0125	-2.88	-4.45798	-0.291		nucleolar complex associated 4 homolog (S. cerevisiae)
9731_at	0.1255837	0.0125	-2.88	-4.46425	-0.483		KIAA0562
80777_at	0.1255968	0.0126	-2.88	-4.4649	-0.336		cytochrome b5 type B (outer mitochondrial membrane)
51534_at	0.1256003	0.0126	-2.88	-4.46547	-0.362		Vps20-associated 1 homolog (S. cerevisiae)
10657_at	0.1256562	0.0126	2.88	-4.46656	0.26		KH domain containing, RNA binding, signal transduction associated 1
6302_at	0.1256562	0.0126	2.88	-4.46699	0.311		tetraspanin 31
5196_at	0.1256706	0.0126	-2.88	-4.46797	-0.936		platelet factor 4
54438_at	0.1256706	0.0126	2.88	-4.46818	1.15		glucose-fructose oxidoreductase domain containing 1
9973_at	0.1258831	0.0126	2.88	-4.47038	0.411		copper chaperone for superoxide dismutase
57549_at	0.1261375	0.0127	-2.88	-4.47291	-1.17		immunoglobulin superfamily, member 9
5265_at	0.1262282	0.0127	2.88	-4.47488	0.146		serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
143888_at	0.1262282	0.0127	2.87	-4.47505	0.34		KDEL (Lys-Asp-Glu-Leu) containing 2
84060_at	0.1262282	0.0127	2.87	-4.47523	0.427		chromosome 7 open reading frame 64
284018_at	0.1262571	0.0127	-2.87	-4.47618	-0.347		chromosome 17 open reading frame 58
29082_at	0.1262571	0.0127	-2.87	-4.47653	-0.187		chromatin modifying protein 4A
10840_at	0.1262703	0.0127	2.87	-4.47718	0.708		aldehyde dehydrogenase 1 family, member L1
310_at	0.1264467	0.0127	-2.87	-4.47941	-0.166		annexin A7
79777_at	0.1264467	0.0127	-2.87	-4.47962	-0.411		acyl-CoA binding domain containing 4
81570_at	0.1265249	0.0128	-2.87	-4.48077	-0.099		ClpB caseinolytic peptidase B homolog (E. coli)
25776_at	0.126907	0.0128	-2.87	-4.48438	-0.297		chibby homolog 1 (Drosophila)
79054_at	0.126907	0.0128	-2.87	-4.48506	-0.721		transient receptor potential cation channel, subfamily M, member 8
29966_at	0.126907	0.0128	2.87	-4.48534	0.571		striatin, calmodulin binding protein 3
54206_at	0.1269151	0.0128	2.87	-4.48594	0.808		ERBB receptor feedback inhibitor 1
10542_at	0.126988	0.0128	-2.87	-4.48722	-0.242		hepatitis B virus x interacting protein
1998_at	0.126988	0.0128	2.87	-4.48757	0.277		E74-like factor 2 (ets domain transcription factor)
84280_at	0.1272327	0.0129	-2.87	-4.49	-0.317		BTB (POZ) domain containing 10
1557_at	0.1277581	0.0129	2.86	-4.49483	1.86		cytochrome P450, family 2, subfamily C, polypeptide 19
4811_at	0.1277581	0.0129	2.86	-4.49512	0.557		nidogen 1
51061_at	0.1277698	0.013	2.86	-4.49574	0.217		thioredoxin domain containing 11
23493_at	0.1282667	0.013	2.86	-4.50009	0.638		hairy/enhancer-of-split related with YRPW motif 2
26003_at	0.1283113	0.013	-2.86	-4.50096	-0.327		golgi reassembly stacking protein 2, 55kDa
84285_at	0.1283523	0.013	-2.86	-4.5022	-0.172		eukaryotic translation initiation factor 1A domain containing
55327_at	0.1283523	0.013	2.86	-4.50234	0.131		lin-7 homolog C (C. elegans)
79102_at	0.1284786	0.0131	-2.86	-4.50384	-0.186		ring finger protein 26
134553_at	0.1289901	0.0131	-2.86	-4.50827	-0.458		chromosome 5 open reading frame 24
10314_at	0.1290104	0.0131	-2.86	-4.50896	-0.183		LanC lantibiotic synthetase component C-like 1 (bacterial)
130399_at	0.1290284	0.0131	2.86	-4.50963	0.488		activin A receptor, type IC
1387_at	0.1291226	0.0132	2.86	-4.51087	0.154		CREB binding protein
3622_at	0.1295412	0.0132	-2.85	-4.51458	-0.297		inhibitor of growth family, member 2
26135_at	0.1295591	0.0132	2.85	-4.51554	0.203		SERPINE1 mRNA binding protein 1
1646_at	0.1295591	0.0132	-2.85	-4.51603	-0.867		aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)
25973_at	0.1295591	0.0132	-2.85	-4.51631	-0.429		prolyl-tRNA synthetase 2, mitochondrial (putative)
54874_at	0.1296668	0.0132	-2.85	-4.51766	-0.61		formin binding protein 1-like
51808_at	0.1297369	0.0133	-2.85	-4.51913	-0.373		phosphorylated adaptor for RNA export
3836_at	0.1297369	0.0133	-2.85	-4.51931	-0.399		karyopherin alpha 1 (importin alpha 5)
29103_at	0.1297369	0.0133	-2.85	-4.51977	-0.69		DnaJ (Hsp40) homolog, subfamily C, member 15
783_at	0.1297481	0.0133	2.85	-4.52039	0.0431		calcium channel, voltage-dependent, beta 2 subunit
29929_at	0.129875	0.0133	-2.85	-4.52188	-0.441		asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)
56987_at	0.1299283	0.0133	-2.85	-4.52281	-0.445		bobby sox homolog (Drosophila)
4907_at	0.130489	0.0134	2.85	-4.52756	0.524		5'-nucleotidase, ecto (CD73)
1051_at	0.1305239	0.0134	2.85	-4.52838	0.545		CCAAT/enhancer binding protein (C/EBP), beta
5345_at	0.1305239	0.0134	2.85	-4.5295	0.332		serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2
84135_at	0.1305239	0.0134	-2.85	-4.52982	-0.35		UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)
8694_at	0.1305239	0.0134	-2.85	-4.52993	-0.778		diacylglycerol O-acyltransferase homolog 1 (mouse)
51491_at	0.130683	0.0134	-2.85	-4.53165	-0.532		NOP16 nucleolar protein homolog (yeast)
9071_at	0.1307427	0.0134	-2.84	-4.53263	-0.509		claudin 10
8761_at	0.1309363	0.0135	2.84	-4.5346	0.4		poly(A) binding protein, cytoplasmic 4 (inducible form)
84734_at	0.1310067	0.0135	-2.84	-4.5362	-0.554		family with sequence similarity 167, member B
9538_at	0.1310067	0.0135	-2.84	-4.53645	-0.493		etoposide induced 2.4 mRNA
6122_at	0.1310067	0.0135	2.84	-4.53725	0.358		ribosomal protein L3
10419_at	0.1310067	0.0135	-2.84	-4.53736	-0.225		protein arginine methyltransferase 5
1124_at	0.1310067	0.0135	2.84	-4.53775	0.275		chimerin (chimaerin) 2
64802_at	0.1310651	0.0135	-2.84	-4.53872	-0.148		nicotinamide nucleotide adenylyltransferase 1
10472_at	0.1310651	0.0135	2.84	-4.53924	0.22		zinc finger protein 238
5243_at	0.131082	0.0135	-2.84	-4.53989	-0.717		ATP-binding cassette, sub-family B (MDR/TAP), member 1
64598_at	0.1310998	0.0136	2.84	-4.54055	0.207		motile sperm domain containing 3
96459_at	0.131183	0.0136	2.84	-4.54169	0.175		folliculin interacting protein 1
9692_at	0.1313711	0.0136	-2.84	-4.54362	-0.566		KIAA0391
11057_at	0.1314041	0.0136	-2.84	-4.54439	-0.349		abhydrolase domain containing 2
10866_at	0.1314524	0.0136	-2.84	-4.54527	-0.952		HLA complex P5
85365_at	0.1316605	0.0137	-2.84	-4.54789	-0.229		asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)
6573_at	0.1316605	0.0137	-2.84	-4.54798	-0.209		solute carrier family 19 (folate transporter), member 1
79064_at	0.1316605	0.0137	-2.84	-4.54948	-0.301		transmembrane protein 223
10920_at	0.1316605	0.0137	-2.84	-4.54968	-0.174		COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
84196_at	0.1316605	0.0137	-2.84	-4.54969	-0.192		ubiquitin specific peptidase 48
