ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7895203	0.36948	1.45e-02	2.60932632	-2.94393	0.43030996		
8017555	0.36962	1.46e-02	2.60826043	-2.94596	0.26364951	ERN1	endoplasmic reticulum to nucleus signaling 1
7971482	0.36962	1.46e-02	-2.60742122	-2.94756	-0.37964552		
8084607	0.36962	1.46e-02	2.60710352	-2.94816	0.19274341	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
7895001	0.36962	1.46e-02	2.60662778	-2.94907	0.41503024		
7895674	0.36962	1.47e-02	2.60556655	-2.95109	0.28094859		
7918900	0.36962	1.47e-02	-2.60538788	-2.95143	-0.38295284		
8047780	0.36962	1.47e-02	2.60536884	-2.95146	0.61392237	SNORA41	small nucleolar RNA, H/ACA box 41
7919751	0.36962	1.47e-02	2.60515966	-2.95186	0.42416434	MCL1	BCL2 family apoptosis regulator
7940287	0.36962	1.47e-02	-2.60506812	-2.95203	-0.5835784	MS4A1	membrane spanning 4-domains A1
7895256	0.36962	1.47e-02	2.60489758	-2.95236	0.44237035		
7894555	0.36962	1.47e-02	-2.60487497	-2.9524	-0.1968805		
8139592	0.36962	1.47e-02	2.60455393	-2.95301	0.33697549	HUS1///HUS1	HUS1 checkpoint clamp component///HUS1 checkpoint clamp component
8081335	0.36962	1.47e-02	-2.60436941	-2.95336	-0.20541153		
8014768	0.36962	1.47e-02	-2.6041703	-2.95374	-0.24788171	PLXDC1	plexin domain containing 1
7964466	0.36962	1.47e-02	-2.60411949	-2.95384	-0.21387165	DCTN2	dynactin subunit 2
8135363	0.36962	1.47e-02	-2.60347324	-2.95507	-0.41722184	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
7896746	0.36962	1.47e-02	2.60336572	-2.95527	0.47864966		
8169709	0.36962	1.47e-02	2.60328821	-2.95542	0.48353584	GLRX5	glutaredoxin 5
8007154	0.37111	1.48e-02	-2.60111155	-2.95955	-0.32959697	FKBP10	FK506 binding protein 10
7894694	0.37111	1.48e-02	-2.60088343	-2.95999	-1.008467		
7919971	0.37111	1.48e-02	-2.60059033	-2.96055	-0.30965696	RFX5	regulatory factor X5
8085581	0.3712	1.48e-02	-2.60002401	-2.96162	-0.3021588	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase
7920297	0.3712	1.49e-02	-2.59979601	-2.96205	-0.53558284	S100A14	S100 calcium binding protein A14
8088020	0.3712	1.49e-02	2.59951706	-2.96258	0.24771227	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
8052598	0.37126	1.49e-02	-2.59913372	-2.96331	-0.38985245	WDPCP	WD repeat containing planar cell polarity effector
7977075	0.37126	1.49e-02	2.59875276	-2.96404	0.62007624	SNORA28	small nucleolar RNA, H/ACA box 28
7895273	0.37126	1.49e-02	2.59814824	-2.96518	0.24323663		
7996022	0.37126	1.49e-02	-2.5977733	-2.96589	-0.31764834	CCL22	C-C motif chemokine ligand 22
7937341	0.37126	1.49e-02	2.59742311	-2.96656	0.16802174	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
7939996	0.37126	1.49e-02	2.59724952	-2.96689	0.22175217		
8033912	0.37126	1.49e-02	-2.59720161	-2.96698	-0.32869427	DNMT1	DNA (cytosine-5-)-methyltransferase 1
8014230	0.37183	1.50e-02	2.59622167	-2.96884	0.44867622	SLC35G3	solute carrier family 35 member G3
7905938	0.37219	1.50e-02	2.5952766	-2.97063	0.23662733	SLC50A1	solute carrier family 50 member 1
8012949	0.37219	1.50e-02	2.59516424	-2.97085	0.37927978	CDRT1///FBXW10	CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10
7995843	0.37272	1.50e-02	-2.59416235	-2.97275	-0.21241199	NUP93	nucleoporin 93
8135931	0.37272	1.51e-02	-2.59391002	-2.97323	-0.38037297	LINC01000	long intergenic non-protein coding RNA 1000
8111864	0.37319	1.51e-02	2.59284911	-2.97524	0.25194252	C6	complement component 6
7981732	0.37319	1.51e-02	-2.59241703	-2.97606	-1.16035422	IGHG4///IGHA2	immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)
7985997	0.37319	1.51e-02	2.59240181	-2.97609	0.30953255	LOC400446///LOC400446	PERP, TP53 apoptosis effector pseudogene///PERP, TP53 apoptosis effector pseudogene
8152323	0.3734	1.51e-02	2.59183878	-2.97715	0.26329221	EIF3E	eukaryotic translation initiation factor 3 subunit E
7963590	0.37367	1.52e-02	-2.59121173	-2.97834	-0.47045145	CSAD	cysteine sulfinic acid decarboxylase
8146896	0.37387	1.52e-02	-2.59052059	-2.97965	-0.44216449		
7996211	0.37387	1.52e-02	-2.5894778	-2.98163	-0.3199556	GINS3	GINS complex subunit 3
8111757	0.37387	1.52e-02	2.58884101	-2.98284	0.42585018	C9	complement component 9
8148467	0.37387	1.52e-02	2.58874026	-2.98303	0.22073482	CHRAC1	chromatin accessibility complex 1
8156116	0.37387	1.52e-02	2.58870784	-2.98309	0.39323608	IDNK	IDNK, gluconokinase
7901883	0.37387	1.52e-02	2.58869769	-2.98311	0.30705192	ANGPTL3	angiopoietin like 3
8107702	0.37387	1.52e-02	-2.58839771	-2.98368	-0.18176257	TEX43	testis expressed 43
8153039	0.37387	1.53e-02	2.58827597	-2.98391	0.32821071		
7894391	0.37387	1.53e-02	-2.58797212	-2.98448	-0.84193049		
8155268	0.37387	1.53e-02	2.58717307	-2.986	0.30966162	POLR1E	RNA polymerase I subunit E
7929958	0.37387	1.53e-02	-2.58694376	-2.98643	-0.19584334	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
7939924	0.37387	1.53e-02	-2.58686202	-2.98659	-0.2333034	OR4C15	olfactory receptor family 4 subfamily C member 15
8001658	0.37387	1.53e-02	2.58660432	-2.98707	0.3566447	CFAP20	cilia and flagella associated protein 20
8047641	0.37387	1.53e-02	2.58644951	-2.98737	0.24823607	CYP20A1	cytochrome P450 family 20 subfamily A member 1
8071823	0.37387	1.53e-02	-2.58605892	-2.98811	-0.23575037	CABIN1	calcineurin binding protein 1
8180230	0.37387	1.53e-02	2.58576737	-2.98866	0.21380842	DDX19A	DEAD-box helicase 19A
7978187	0.37387	1.53e-02	2.58559121	-2.98899	0.21500815	MDP1///CHMP4A	magnesium dependent phosphatase 1///charged multivesicular body protein 4A
7984174	0.37428	1.54e-02	2.58452082	-2.99102	0.25180939	SNX22///PPIB	sorting nexin 22///peptidylprolyl isomerase B
7975989	0.37428	1.54e-02	2.5841203	-2.99178	0.21589979	SLIRP	SRA stem-loop interacting RNA binding protein
7985777	0.37428	1.54e-02	2.58409865	-2.99182	0.29079766	ISG20	interferon stimulated exonuclease gene 20
7893841	0.37428	1.54e-02	2.58382318	-2.99234	0.57970705		
8145440	0.37428	1.54e-02	2.58345892	-2.99303	0.23550478	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
7963970	0.37428	1.54e-02	2.58318956	-2.99354	0.26077224	PMEL	premelanosome protein
8154574	0.37428	1.55e-02	-2.58274571	-2.99438	-0.23569569	FOCAD	focadhesin
8088866	0.37428	1.55e-02	-2.58260628	-2.99464	-0.46234197	CNTN3	contactin 3
7995438	0.37493	1.55e-02	2.58119721	-2.99731	0.29514565		
8037003	0.37493	1.55e-02	2.58103316	-2.99762	0.2730071		
8006906	0.37493	1.55e-02	-2.5809183	-2.99784	-0.525441	ERBB2	erb-b2 receptor tyrosine kinase 2
7932610	0.3751	1.55e-02	-2.58013841	-2.99931	-0.16496133		
8180234	0.3751	1.55e-02	-2.58009726	-2.99939	-0.28538456		
8055445	0.37539	1.56e-02	2.57821331	-3.00295	0.19005959	DARS	aspartyl-tRNA synthetase
7999478	0.37539	1.56e-02	2.57808082	-3.0032	0.20226439	TXNDC11	thioredoxin domain containing 11
8132998	0.37539	1.56e-02	2.57797364	-3.0034	0.56037008		
8101624	0.37539	1.56e-02	2.57753117	-3.00424	0.2451926	KLHL8	kelch like family member 8
7939965	0.37539	1.56e-02	2.57726443	-3.00474	0.22065105	OR8I2	olfactory receptor family 8 subfamily I member 2
8013771	0.37539	1.56e-02	-2.57722174	-3.00483	-0.31371751	TLCD1	TLC domain containing 1
8159959	0.37539	1.57e-02	-2.57707907	-3.00509	-0.35819277		
8056728	0.37539	1.57e-02	2.57698021	-3.00528	0.33055289		
8000413	0.37539	1.57e-02	2.57657044	-3.00606	0.27870761	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component
8081113	0.37539	1.57e-02	-2.57653825	-3.00612	-0.23283747		
8001457	0.37539	1.57e-02	-2.57587823	-3.00736	-0.20830661	CES1	carboxylesterase 1
8010113	0.37539	1.57e-02	2.57586447	-3.00739	0.22185426	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B
8051361	0.37539	1.57e-02	-2.57503572	-3.00896	-0.78127281	SRD5A2	steroid 5 alpha-reductase 2
7905131	0.37539	1.57e-02	2.57493555	-3.00915	0.60760088	CA14	carbonic anhydrase 14
7966257	0.37539	1.57e-02	2.57480418	-3.00939	0.38606281		
8022941	0.37539	1.57e-02	-2.5747884	-3.00942	-0.34240263	TPGS2	tubulin polyglutamylase complex subunit 2
8017259	0.37632	1.58e-02	2.57250165	-3.01374	0.32139359	NACA2	nascent polypeptide associated complex alpha subunit 2
7909568	0.37632	1.58e-02	-2.57244534	-3.01385	-0.84389238	DTL	denticleless E3 ubiquitin protein ligase homolog
8150287	0.37632	1.58e-02	-2.5723827	-3.01397	-0.21506908	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
8071206	0.37632	1.58e-02	2.57187769	-3.01492	0.23668539	MRPL40	mitochondrial ribosomal protein L40
8041281	0.37632	1.58e-02	2.57187546	-3.01492	0.26054651		
8121850	0.37632	1.58e-02	2.57186584	-3.01494	0.44304079	HEY2	hes related family bHLH transcription factor with YRPW motif 2
7945536	0.37644	1.59e-02	2.57082263	-3.01691	0.20651314	CEND1	cell cycle exit and neuronal differentiation 1
8006679	0.37644	1.59e-02	2.57071303	-3.01712	0.28552352		
8160968	0.37644	1.59e-02	2.57063385	-3.01727	0.1801261	STOML2	stomatin like 2
7895312	0.37644	1.59e-02	2.5704949	-3.01753	0.29883564		
8139264	0.3773	1.60e-02	-2.56891548	-3.02051	-0.23267925	POLR2J3///SPDYE2///POLR2J2///POLR2J4	RNA polymerase II subunit J3///speedy/RINGO cell cycle regulator family member E2///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene
7892650	0.3773	1.60e-02	2.56887205	-3.02059	0.18248275		
7893043	0.3773	1.60e-02	-2.5685865	-3.02113	-0.58230584		
7894871	0.37763	1.60e-02	-2.56789914	-3.02243	-0.52301921		
7990027	0.37774	1.60e-02	-2.56724745	-3.02366	-0.50824985	ANP32A-IT1	ANP32A intronic transcript 1
7972661	0.37774	1.60e-02	2.56704422	-3.02404	0.42874654		
8077450	0.37774	1.60e-02	2.56685956	-3.02439	0.22362455	ARL8B	ADP ribosylation factor like GTPase 8B
8049187	0.37794	1.60e-02	2.56631902	-3.02541	0.79228877	EFHD1	EF-hand domain family member D1
8025142	0.37806	1.61e-02	-2.56533583	-3.02726	-0.2237573	LOC100128573///ARHGEF18	uncharacterized LOC100128573///Rho/Rac guanine nucleotide exchange factor 18
8162880	0.37806	1.61e-02	2.56528109	-3.02736	0.19206066	MRPL50	mitochondrial ribosomal protein L50
8053648	0.37806	1.61e-02	2.56516666	-3.02758	0.28294907	KRCC1	lysine rich coiled-coil 1
8096765	0.37806	1.61e-02	2.56496789	-3.02795	0.26101138	RPL34	ribosomal protein L34
8118932	0.37906	1.62e-02	-2.56346136	-3.03079	-0.23820207	DEF6	DEF6, guanine nucleotide exchange factor
7967331	0.37906	1.62e-02	2.56257327	-3.03247	0.32167716	VPS37B	VPS37B, ESCRT-I subunit
7987511	0.37906	1.62e-02	-2.56229765	-3.03299	-0.22287482	C15orf52	chromosome 15 open reading frame 52
8017688	0.37906	1.62e-02	-2.56219458	-3.03318	-0.34123696	LRRC37A2///LRRC37A3	leucine rich repeat containing 37 member A2///leucine rich repeat containing 37 member A3
7930264	0.37906	1.62e-02	2.56210388	-3.03335	0.34278514	NEURL1	neuralized E3 ubiquitin protein ligase 1
7980338	0.37906	1.62e-02	2.56199523	-3.03356	0.2787633	IRF2BPL	interferon regulatory factor 2 binding protein like
7892724	0.3791	1.62e-02	2.56164528	-3.03422	0.56410091		
7894433	0.37937	1.63e-02	2.56066795	-3.03606	0.26409604		
7893201	0.37937	1.63e-02	2.56062497	-3.03614	0.20820024		
7939893	0.37937	1.63e-02	-2.56043082	-3.0365	-0.20663194	UBTFL1	upstream binding transcription factor, RNA polymerase I-like 1
7948418	0.37939	1.63e-02	2.56007342	-3.03718	0.27428474	OR10V1///STX3	olfactory receptor family 10 subfamily V member 1///syntaxin 3
8023598	0.37939	1.63e-02	2.55949127	-3.03827	0.77294741	RNF152	ring finger protein 152
8121515	0.37939	1.63e-02	2.55949119	-3.03827	0.63152333	SLC16A10	solute carrier family 16 member 10
8104079	0.37943	1.63e-02	-2.55895867	-3.03927	-0.76101634	FAT1	FAT atypical cadherin 1
8078270	0.37943	1.63e-02	2.55884434	-3.03949	0.26060091	RPL15	ribosomal protein L15
7985364	0.37967	1.64e-02	-2.5582692	-3.04057	-0.24119172	IL16	interleukin 16
8031439	0.37983	1.64e-02	2.5575451	-3.04193	0.23384229		
7907700	0.37983	1.64e-02	2.55748257	-3.04205	0.24786606		
7895948	0.3802	1.64e-02	2.55646673	-3.04396	0.53717521		
8139198	0.3802	1.64e-02	2.55646192	-3.04397	0.22629198	RWDD4	RWD domain containing 4
8006958	0.38036	1.64e-02	2.55597692	-3.04489	0.16507797	ZPBP2	zona pellucida binding protein 2
7943943	0.38111	1.65e-02	2.55481981	-3.04706	0.20460398	ANKK1	ankyrin repeat and kinase domain containing 1
8151510	0.38236	1.66e-02	-2.55274884	-3.05096	-0.29252838		
7937508	0.38236	1.66e-02	-2.55251973	-3.05139	-0.40070243	CD151	CD151 molecule (Raph blood group)
7967463	0.38236	1.66e-02	-2.55250211	-3.05142	-0.27029127	RILPL1	Rab interacting lysosomal protein like 1
8047709	0.3826	1.66e-02	-2.55170322	-3.05292	-0.29546068	PARD3B	par-3 family cell polarity regulator beta
7897263	0.3826	1.66e-02	-2.55163274	-3.05305	-0.4536864	RNF207	ring finger protein 207
8108376	0.3826	1.66e-02	2.55112014	-3.05402	0.35682407		
8037205	0.3826	1.66e-02	2.5510326	-3.05418	0.33528463	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
7896583	0.38292	1.67e-02	-2.55015076	-3.05584	-0.3717846		
8131869	0.38292	1.67e-02	2.54945547	-3.05714	0.30433021	RPS2P32	ribosomal protein S2 pseudogene 32
7982206	0.38292	1.67e-02	-2.5490407	-3.05792	-0.36612568	GOLGA8O///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	golgin A8 family member O///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene
7972269	0.38292	1.67e-02	2.54864988	-3.05866	0.3724936	TGDS	TDP-glucose 4,6-dehydratase
7907893	0.38292	1.67e-02	-2.5484824	-3.05897	-0.27323152	MR1	major histocompatibility complex, class I-related
7985636	0.38292	1.67e-02	-2.54832635	-3.05927	-0.49339305	SLC28A1	solute carrier family 28 member 1
8117321	0.38292	1.67e-02	-2.5479559	-3.05996	-0.29960658	TRIM38	tripartite motif containing 38
7944623	0.38292	1.68e-02	2.54771587	-3.06041	0.31045706	TBCEL	tubulin folding cofactor E like
7940028	0.38292	1.68e-02	2.54748794	-3.06084	0.1869381	SERPING1	serpin family G member 1
7974418	0.38292	1.68e-02	2.54685437	-3.06203	0.23647362	CGRRF1	cell growth regulator with ring finger domain 1
8150689	0.38292	1.68e-02	2.54664691	-3.06242	0.5157228		
8063650	0.38292	1.68e-02	-2.54642134	-3.06284	-0.27568487	NPEPL1	aminopeptidase-like 1
8011027	0.38292	1.68e-02	-2.5463347	-3.06301	-0.24866212	MYO1C	myosin IC
8014551	0.38292	1.68e-02	-2.54630215	-3.06307	-0.16085265	SYNRG	synergin, gamma
7903592	0.38292	1.68e-02	-2.5461895	-3.06328	-0.21504421	KIAA1324	KIAA1324
8071212	0.38293	1.68e-02	-2.54578911	-3.06403	-0.54007873	CDC45	cell division cycle 45
7895695	0.38293	1.68e-02	-2.54558473	-3.06441	-0.88634884		
8105104	0.38378	1.69e-02	2.54432536	-3.06678	0.25222607	C5orf51	chromosome 5 open reading frame 51
7895803	0.38477	1.69e-02	-2.54268413	-3.06986	-0.56812037		
8132557	0.38477	1.70e-02	-2.54262125	-3.06997	-0.65673181	AEBP1	AE binding protein 1
7903183	0.38502	1.70e-02	2.5418424	-3.07143	0.37054461		
8022559	0.38502	1.70e-02	-2.5417477	-3.07161	-0.62032613	ANKRD29	ankyrin repeat domain 29
7908777	0.38521	1.70e-02	2.54093944	-3.07313	0.44423514		
8083223	0.38521	1.71e-02	2.53967506	-3.0755	0.50206161	C3orf58	chromosome 3 open reading frame 58
7914938	0.38521	1.71e-02	2.53864103	-3.07743	0.41183397		
8102371	0.38521	1.71e-02	-2.53823849	-3.07819	-0.30933561	ZGRF1	zinc finger GRF-type containing 1
8069399	0.38521	1.71e-02	-2.53770335	-3.07919	-0.19117063	DIP2A	disco interacting protein 2 homolog A
8083240	0.38521	1.71e-02	2.5376373	-3.07932	0.42170451	AGTR1	angiotensin II receptor type 1
7979196	0.38521	1.72e-02	2.53730932	-3.07993	0.28533259	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
8109344	0.38521	1.72e-02	-2.5369583	-3.08059	-0.28027836	GM2A	GM2 ganglioside activator
8171418	0.38521	1.72e-02	2.5369178	-3.08066	0.31426197	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
7900129	0.38521	1.72e-02	-2.5369059	-3.08069	-0.23852486	SH3D21	SH3 domain containing 21
7906475	0.38521	1.72e-02	-2.5368255	-3.08084	-0.33094224	FCRL6	Fc receptor like 6
8123038	0.38521	1.72e-02	2.53669402	-3.08108	0.26181914	GTF2H5	general transcription factor IIH subunit 5
7917002	0.38521	1.72e-02	-2.53638467	-3.08166	-0.31987949		
8028851	0.38521	1.72e-02	-2.53618103	-3.08204	-0.18382923	SHKBP1	SH3KBP1 binding protein 1
7914851	0.38521	1.72e-02	-2.53589647	-3.08258	-0.24705634	CLSPN	claspin
7982292	0.38521	1.72e-02	-2.53576815	-3.08282	-0.19660798		
8151561	0.38521	1.72e-02	2.5353467	-3.08361	0.29652394	ZFAND1	zinc finger AN1-type containing 1
7896705	0.38521	1.72e-02	-2.53533918	-3.08362	-0.39818609		
8139879	0.38521	1.72e-02	2.53526811	-3.08375	0.28739673	SKP1	S-phase kinase-associated protein 1
8002711	0.38521	1.72e-02	2.53511503	-3.08404	0.45847054		
8171837	0.38521	1.72e-02	2.53510416	-3.08406	0.38044984	KLHL15	kelch like family member 15
8092532	0.38521	1.73e-02	2.53486487	-3.08451	0.2267922	RPL4	ribosomal protein L4
7981980	0.38521	1.73e-02	2.53306371	-3.08788	0.53191109	SNORD116-16	small nucleolar RNA, C/D box 116-16
8154868	0.38521	1.73e-02	-2.53285092	-3.08828	-0.54300738		
7893780	0.38521	1.73e-02	-2.53268147	-3.0886	-0.46494453		
8152719	0.38521	1.74e-02	-2.53238807	-3.08914	-0.67293781	ANXA13	annexin A13
7894027	0.38521	1.74e-02	2.53233371	-3.08925	0.45351458		
7893081	0.38521	1.74e-02	2.53231624	-3.08928	0.27284681		
7971296	0.38521	1.74e-02	-2.5321691	-3.08955	-0.44224702	EPSTI1	epithelial stromal interaction 1 (breast)
7896437	0.38521	1.74e-02	-2.53208923	-3.0897	-0.68322298		
8071597	0.38521	1.74e-02	-2.53197893	-3.08991	-0.32135953	IGLL5///BMS1P20	immunoglobulin lambda like polypeptide 5///BMS1, ribosome biogenesis factor pseudogene 20
8118818	0.38521	1.74e-02	-2.53149401	-3.09082	-0.18761735		
8116607	0.38521	1.74e-02	-2.53141404	-3.09097	-0.15561386	LINC01011	long intergenic non-protein coding RNA 1011
8178811	0.38521	1.74e-02	-2.53131728	-3.09115	-0.43366625	HLA-DRB4///HLA-DRB1	major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1
7894868	0.38521	1.74e-02	-2.53111186	-3.09153	-0.66867765		
7919637	0.38521	1.74e-02	-2.53101176	-3.09172	-0.33539493	HIST2H2BE	histone cluster 2, H2be
7922523	0.38607	1.75e-02	2.52974849	-3.09408	0.55766446		
7984255	0.38615	1.75e-02	-2.52920586	-3.0951	-0.17531992		
8127778	0.38615	1.75e-02	2.52907052	-3.09535	0.29201821	FAM46A	family with sequence similarity 46 member A
7894059	0.38615	1.75e-02	-2.52842756	-3.09655	-0.99387295		
7892907	0.38615	1.75e-02	2.52840564	-3.09659	0.2401355		
8148580	0.38615	1.75e-02	-2.52805873	-3.09724	-0.22730211	C8orf31	chromosome 8 open reading frame 31
7914550	0.38615	1.75e-02	2.52775533	-3.09781	0.21648858	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
8093685	0.38615	1.75e-02	-2.52763605	-3.09803	-0.19476416	HTT	huntingtin
7915787	0.38663	1.76e-02	-2.52680807	-3.09958	-0.36959704	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8154153	0.38678	1.76e-02	2.52635684	-3.10042	0.3036472	CDC37L1	cell division cycle 37 like 1
8054800	0.38711	1.76e-02	2.52565781	-3.10173	0.28003399		
8127629	0.38711	1.77e-02	2.52492227	-3.1031	0.30717089	COX7A2	cytochrome c oxidase subunit 7A2
8039642	0.38711	1.77e-02	2.52451033	-3.10387	0.4428377	VN1R1	vomeronasal 1 receptor 1
7990825	0.38711	1.77e-02	2.52419321	-3.10446	0.22280853		
8098246	0.38711	1.77e-02	2.52402228	-3.10478	0.33685367	ANXA10	annexin A10
8105436	0.38711	1.77e-02	-2.52367404	-3.10543	-0.26232525	MAP3K1	mitogen-activated protein kinase kinase kinase 1
7895264	0.38711	1.77e-02	2.52307568	-3.10655	0.62120415		
8023591	0.38711	1.77e-02	2.52293763	-3.10681	0.21897668		
8166230	0.38711	1.77e-02	2.52286712	-3.10694	0.31009442	TXLNG	taxilin gamma
7935859	0.38711	1.77e-02	2.52274306	-3.10717	0.29501027		
8035829	0.38711	1.77e-02	2.52262478	-3.10739	0.32337162	RPL34	ribosomal protein L34
8107100	0.38711	1.78e-02	2.52241442	-3.10779	0.39897349	RGMB	repulsive guidance molecule family member b
7896822	0.38711	1.78e-02	-2.52226833	-3.10806	-0.29118639	AGRN	agrin
7893235	0.38713	1.78e-02	-2.5219557	-3.10864	-0.77713268		
8028652	0.38716	1.78e-02	2.52150966	-3.10948	0.77187738	ZFP36	ZFP36 ring finger protein
7995772	0.38716	1.78e-02	2.52132426	-3.10982	0.43384918	MT4	metallothionein 4
8005809	0.38716	1.78e-02	-2.52087001	-3.11067	-0.37566103	LGALS9	galectin 9
8126946	0.38716	1.78e-02	2.52068531	-3.11101	0.25443007		
8133300	0.38716	1.78e-02	-2.52050195	-3.11136	-0.33624857	PMS2P6///LOC441259///PMS2P3///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1
8144584	0.38733	1.79e-02	2.5200236	-3.11225	0.27035357		
8031867	0.38734	1.79e-02	2.51973414	-3.11279	0.96388739		
8000323	0.38766	1.79e-02	2.51908744	-3.114	0.24015357	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
8042460	0.38856	1.80e-02	-2.51756885	-3.11683	-0.2280178		
8088167	0.38856	1.80e-02	2.51718583	-3.11754	0.40316133	SELK	selenoprotein K
7991898	0.38856	1.80e-02	2.51698602	-3.11792	0.33158872	NHLRC4	NHL repeat containing 4
8118974	0.38856	1.80e-02	2.51677987	-3.1183	0.18964992	RPL10A	ribosomal protein L10a
8022488	0.38856	1.80e-02	2.51658779	-3.11866	0.34009806	ABHD3	abhydrolase domain containing 3
8119620	0.38856	1.80e-02	2.51617424	-3.11943	0.90082238	GNMT	glycine N-methyltransferase
8041961	0.38856	1.80e-02	2.51599874	-3.11976	0.26433401	CHAC2	ChaC cation transport regulator homolog 2
8165682	0.38856	1.80e-02	2.5156967	-3.12032	0.3635353		
8007797	0.38856	1.80e-02	2.51538759	-3.1209	0.23379648	RPS26	ribosomal protein S26
7928558	0.38856	1.81e-02	-2.5152513	-3.12115	-0.22663781	ZMIZ1	zinc finger MIZ-type containing 1
7895972	0.38873	1.81e-02	2.51477513	-3.12204	0.34896466		
7985587	0.38928	1.81e-02	-2.51387012	-3.12372	-0.28305019	SCAND2P	SCAN domain containing 2 pseudogene
7991602	0.3896	1.81e-02	-2.51323191	-3.12491	-0.24287243	PCSK6	proprotein convertase subtilisin/kexin type 6
7978285	0.39188	1.83e-02	-2.51034623	-3.13029	-0.33083568	ADCY4	adenylate cyclase 4
7906863	0.39188	1.83e-02	2.5101284	-3.13069	0.24735713	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
7892556	0.39244	1.83e-02	-2.50922044	-3.13238	-0.21749156		
7893973	0.39267	1.83e-02	2.50868019	-3.13339	0.2713388		
7906307	0.39288	1.83e-02	-2.50817411	-3.13433	-0.35760274	KIRREL	kin of IRRE like (Drosophila)
8084715	0.39322	1.84e-02	2.50750845	-3.13557	0.57722516		
8004043	0.39341	1.84e-02	-2.50702319	-3.13647	-1.08807399	ENO3	enolase 3
7909306	0.39361	1.84e-02	2.5065177	-3.13741	0.24129019	C4BPB	complement component 4 binding protein beta
8014723	0.39368	1.84e-02	-2.50615449	-3.13809	-0.18303497	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
7907859	0.39424	1.85e-02	2.50517984	-3.1399	0.35283503		
7982004	0.39424	1.85e-02	-2.5049763	-3.14028	-0.52861388	SNORD116-28	small nucleolar RNA, C/D box 116-28
8031871	0.39433	1.85e-02	2.50413904	-3.14184	0.21497469	ZNF274	zinc finger protein 274
8074880	0.39433	1.85e-02	2.5039455	-3.1422	0.23300426	RAB36	RAB36, member RAS oncogene family
8014664	0.39433	1.85e-02	-2.50375738	-3.14255	-0.83110551		
8019649	0.39433	1.85e-02	-2.50375738	-3.14255	-0.83110551		
7960131	0.39466	1.86e-02	2.5029251	-3.14409	0.30140893	RPS11	ribosomal protein S11
7946332	0.39466	1.86e-02	2.50256108	-3.14477	0.20281662	OR10A3	olfactory receptor family 10 subfamily A member 3
8081676	0.39466	1.86e-02	2.50255307	-3.14478	0.23168121	GTPBP8	GTP binding protein 8 (putative)
7995040	0.39472	1.86e-02	-2.50220533	-3.14543	-0.31143919	BCKDK	branched chain ketoacid dehydrogenase kinase
7975268	0.39475	1.86e-02	2.5018569	-3.14608	0.50536934	VTI1B///ARG2	vesicle transport through interaction with t-SNAREs 1B///arginase 2
8017810	0.39475	1.86e-02	2.50160565	-3.14654	0.32244004	PSMD12	proteasome 26S subunit, non-ATPase 12
8067288	0.39475	1.86e-02	2.50134338	-3.14703	0.22022878	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
8168456	0.39482	1.87e-02	-2.5008995	-3.14786	-0.21402689		
